-88.23068237304688	-47.067474365234375
-85.4390062943946	-47.067474365234375
88.23068237304688	-47.067474365234375
88.18618214631255	-47.14521045812618
84.35200049562923	-53.709349103213185
84.28656548869468	-53.80727965436175
79.95759181425896	-60.05618480639195
79.8846748521507	-60.14867938717201
75.08667792797037	-66.04512572621317
75.00672876571045	-66.13161430360567
69.76829547318698	-71.64048069657952
69.68180689579448	-71.72042985883944
64.03413180503765	-76.80890977820704
63.941637224257576	-76.8818267403153
57.918364780071336	-81.51960486547372
57.82043422892277	-81.58503987240827
51.45743705969039	-85.74449875089947
51.35467450309164	-85.80204862532118
44.689854274519824	-89.45841145693993
44.58289314607066	-89.50772120137336
37.655947597645024	-92.63920965218134
37.54544736638226	-92.67997531005177
30.397629832869722	-95.26793726657935
30.284271826153127	-95.29990752439355
22.9581620315339	-97.32892981793557
22.842645129185453	-97.35190760746248
15.381875830235847	-98.80990619351486
15.26491219444197	-98.82374972175899
7.713923535706596	-99.70202979964309
7.596234312310006	-99.70665380770075
6.1232337864698064E-15	-100.0
-7.596234312310006	-99.70665380770075
-7.713923535706596	-99.70202979964309
-15.264912194441973	-98.82374972175899
-15.381875830235847	-98.80990619351486
-22.84264512918545	-97.35190760746248
-22.9581620315339	-97.32892981793557
-30.284271826153127	-95.29990752439355
-30.397629832869722	-95.26793726657935
-37.54544736638226	-92.67997531005177
-37.655947597645024	-92.63920965218134
-44.58289314607066	-89.50772120137336
-44.689854274519824	-89.45841145693993
-51.35467450309164	-85.80204862532118
-51.45743705969039	-85.74449875089947
-57.82043422892277	-81.58503987240827
-57.918364780071336	-81.51960486547372
-63.941637224257576	-76.8818267403153
-64.03413180503765	-76.80890977820704
-69.68180689579448	-71.72042985883944
-69.76829547318698	-71.64048069657952
-75.00672876571045	-66.13161430360567
-75.08667792797037	-66.04512572621317
-79.8846748521507	-60.14867938717201
-79.95759181425896	-60.05618480639195
-84.28656548869468	-53.80727965436175
-84.35200049562923	-53.709349103213185
-88.18618214631255	-47.14521045812618
-88.23068237304688	-47.067474365234375
